UKPRN,HE Provider,Country of HE provider,Region of HE provider,Academic Year,Nature of Event,Metric,Type of event,Value
10007161,Teesside University,England,North East,2017/18,Chargeable events,Attendees,Public lectures,0
10007161,Teesside University,England,North East,2017/18,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",0
10007161,Teesside University,England,North East,2017/18,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",768
10007161,Teesside University,England,North East,2017/18,Chargeable events,Attendees,Museum education,531
10007161,Teesside University,England,North East,2017/18,Chargeable events,Attendees,Other,0
10007161,Teesside University,England,North East,2017/18,Free events,Academic staff time (days),Public lectures,19
10007161,Teesside University,England,North East,2017/18,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",18
10007161,Teesside University,England,North East,2017/18,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",51
10007161,Teesside University,England,North East,2017/18,Free events,Academic staff time (days),Museum education,114
10007161,Teesside University,England,North East,2017/18,Free events,Academic staff time (days),Other,84
10007161,Teesside University,England,North East,2017/18,Free events,Attendees,Public lectures,322
10007161,Teesside University,England,North East,2017/18,Free events,Attendees,"Performance arts (music, dance, drama etc.)",443
10007161,Teesside University,England,North East,2017/18,Free events,Attendees,"Exhibitions (galleries, museums etc.)",632
10007161,Teesside University,England,North East,2017/18,Free events,Attendees,Museum education,9619
10007161,Teesside University,England,North East,2017/18,Free events,Attendees,Other,1522
10007161,Teesside University,England,North East,2018/19,Chargeable events,Academic staff time (days),Public lectures,0
10007161,Teesside University,England,North East,2018/19,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",0
10007161,Teesside University,England,North East,2018/19,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",295
10007161,Teesside University,England,North East,2018/19,Chargeable events,Academic staff time (days),Museum education,30
10007161,Teesside University,England,North East,2018/19,Chargeable events,Academic staff time (days),Other,0
10007161,Teesside University,England,North East,2018/19,Chargeable events,Attendees,Public lectures,0
10007161,Teesside University,England,North East,2018/19,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",0
10007161,Teesside University,England,North East,2018/19,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",457
10007161,Teesside University,England,North East,2018/19,Chargeable events,Attendees,Museum education,738
10007161,Teesside University,England,North East,2018/19,Chargeable events,Attendees,Other,0
10007161,Teesside University,England,North East,2018/19,Free events,Academic staff time (days),Public lectures,19
10007161,Teesside University,England,North East,2018/19,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",15
10007161,Teesside University,England,North East,2018/19,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",48
10007161,Teesside University,England,North East,2018/19,Free events,Academic staff time (days),Museum education,80
10007161,Teesside University,England,North East,2018/19,Free events,Academic staff time (days),Other,82
10007161,Teesside University,England,North East,2018/19,Free events,Attendees,Public lectures,346
10007161,Teesside University,England,North East,2018/19,Free events,Attendees,"Performance arts (music, dance, drama etc.)",225
10007161,Teesside University,England,North East,2018/19,Free events,Attendees,"Exhibitions (galleries, museums etc.)",852
10007161,Teesside University,England,North East,2018/19,Free events,Attendees,Museum education,10796
10007161,Teesside University,England,North East,2018/19,Free events,Attendees,Other,1481
10007161,Teesside University,England,North East,2019/20,Chargeable events,Academic staff time (days),Public lectures,0
10007161,Teesside University,England,North East,2019/20,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",0
10007161,Teesside University,England,North East,2019/20,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",0
10007161,Teesside University,England,North East,2019/20,Chargeable events,Academic staff time (days),Museum education,20
10007161,Teesside University,England,North East,2019/20,Chargeable events,Academic staff time (days),Other,0
10007161,Teesside University,England,North East,2019/20,Chargeable events,Attendees,Public lectures,0
10007161,Teesside University,England,North East,2019/20,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",0
10007161,Teesside University,England,North East,2019/20,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",0
10007161,Teesside University,England,North East,2019/20,Chargeable events,Attendees,Museum education,453
10007161,Teesside University,England,North East,2019/20,Chargeable events,Attendees,Other,0
10007161,Teesside University,England,North East,2019/20,Free events,Academic staff time (days),Public lectures,11
10007161,Teesside University,England,North East,2019/20,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",12
10007161,Teesside University,England,North East,2019/20,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",8
10007161,Teesside University,England,North East,2019/20,Free events,Academic staff time (days),Museum education,27
10007161,Teesside University,England,North East,2019/20,Free events,Academic staff time (days),Other,48
10007161,Teesside University,England,North East,2019/20,Free events,Attendees,Public lectures,145
10007161,Teesside University,England,North East,2019/20,Free events,Attendees,"Performance arts (music, dance, drama etc.)",120
10007161,Teesside University,England,North East,2019/20,Free events,Attendees,"Exhibitions (galleries, museums etc.)",165
10007161,Teesside University,England,North East,2019/20,Free events,Attendees,Museum education,2706
10007161,Teesside University,England,North East,2019/20,Free events,Attendees,Other,706
10007161,Teesside University,England,North East,2020/21,Chargeable events,Academic staff time (days),Public lectures,0
10007161,Teesside University,England,North East,2020/21,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",0
10007161,Teesside University,England,North East,2020/21,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",70
10007161,Teesside University,England,North East,2020/21,Chargeable events,Academic staff time (days),Museum education,10
10007161,Teesside University,England,North East,2020/21,Chargeable events,Academic staff time (days),Other,0
10007161,Teesside University,England,North East,2020/21,Chargeable events,Attendees,Public lectures,0
10007161,Teesside University,England,North East,2020/21,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",0
10007161,Teesside University,England,North East,2020/21,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",614
10007161,Teesside University,England,North East,2020/21,Chargeable events,Attendees,Museum education,20
10007161,Teesside University,England,North East,2020/21,Chargeable events,Attendees,Other,0
10007161,Teesside University,England,North East,2020/21,Free events,Academic staff time (days),Public lectures,6
10007161,Teesside University,England,North East,2020/21,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",8
10007161,Teesside University,England,North East,2020/21,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",4
10007161,Teesside University,England,North East,2020/21,Free events,Academic staff time (days),Museum education,100
10007161,Teesside University,England,North East,2020/21,Free events,Academic staff time (days),Other,84
10007161,Teesside University,England,North East,2020/21,Free events,Attendees,Public lectures,90
10007161,Teesside University,England,North East,2020/21,Free events,Attendees,"Performance arts (music, dance, drama etc.)",125
10007161,Teesside University,England,North East,2020/21,Free events,Attendees,"Exhibitions (galleries, museums etc.)",45
10007161,Teesside University,England,North East,2020/21,Free events,Attendees,Museum education,1250
10007161,Teesside University,England,North East,2020/21,Free events,Attendees,Other,1254
10007161,Teesside University,England,North East,2021/22,Chargeable events,Academic staff time (days),Public lectures,0
10007161,Teesside University,England,North East,2021/22,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",0
10007161,Teesside University,England,North East,2021/22,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",5
10007161,Teesside University,England,North East,2021/22,Chargeable events,Academic staff time (days),Museum education,0
10007161,Teesside University,England,North East,2021/22,Chargeable events,Academic staff time (days),Other,0
10007161,Teesside University,England,North East,2021/22,Chargeable events,Attendees,Public lectures,0
10007161,Teesside University,England,North East,2021/22,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",0
10007161,Teesside University,England,North East,2021/22,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",560
10007161,Teesside University,England,North East,2021/22,Chargeable events,Attendees,Museum education,0
10007161,Teesside University,England,North East,2021/22,Chargeable events,Attendees,Other,0
10007161,Teesside University,England,North East,2021/22,Free events,Academic staff time (days),Public lectures,11
10007161,Teesside University,England,North East,2021/22,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",2
10007161,Teesside University,England,North East,2021/22,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",9
10007161,Teesside University,England,North East,2021/22,Free events,Academic staff time (days),Museum education,50
10007161,Teesside University,England,North East,2021/22,Free events,Academic staff time (days),Other,22
10007161,Teesside University,England,North East,2021/22,Free events,Attendees,Public lectures,333
10007161,Teesside University,England,North East,2021/22,Free events,Attendees,"Performance arts (music, dance, drama etc.)",199
10007161,Teesside University,England,North East,2021/22,Free events,Attendees,"Exhibitions (galleries, museums etc.)",48228
10007161,Teesside University,England,North East,2021/22,Free events,Attendees,Museum education,1816
10007161,Teesside University,England,North East,2021/22,Free events,Attendees,Other,2596
10007161,Teesside University,England,North East,2022/23,Chargeable events,Academic staff time (days),Public lectures,0
10007161,Teesside University,England,North East,2022/23,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",0
10007161,Teesside University,England,North East,2022/23,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",0
10007161,Teesside University,England,North East,2022/23,Chargeable events,Academic staff time (days),Museum education,0
10007161,Teesside University,England,North East,2022/23,Chargeable events,Academic staff time (days),Other,0
10007161,Teesside University,England,North East,2022/23,Chargeable events,Attendees,Public lectures,316
10007161,Teesside University,England,North East,2022/23,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",0
10007161,Teesside University,England,North East,2022/23,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",0
10007161,Teesside University,England,North East,2022/23,Chargeable events,Attendees,Museum education,0
10007161,Teesside University,England,North East,2022/23,Chargeable events,Attendees,Other,0
10007161,Teesside University,England,North East,2022/23,Free events,Academic staff time (days),Public lectures,99
10007161,Teesside University,England,North East,2022/23,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",0
10007161,Teesside University,England,North East,2022/23,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",44
10007161,Teesside University,England,North East,2022/23,Free events,Academic staff time (days),Museum education,4
10007161,Teesside University,England,North East,2022/23,Free events,Academic staff time (days),Other,147
10007161,Teesside University,England,North East,2022/23,Free events,Attendees,Public lectures,3584
10007161,Teesside University,England,North East,2022/23,Free events,Attendees,"Performance arts (music, dance, drama etc.)",0
10007161,Teesside University,England,North East,2022/23,Free events,Attendees,"Exhibitions (galleries, museums etc.)",71974
10007161,Teesside University,England,North East,2022/23,Free events,Attendees,Museum education,12302
10007161,Teesside University,England,North East,2022/23,Free events,Attendees,Other,2242
10007161,Teesside University,England,North East,2023/24,Chargeable events,Academic staff time (days),Public lectures,3
10007161,Teesside University,England,North East,2023/24,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",0
10007161,Teesside University,England,North East,2023/24,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",0
10007161,Teesside University,England,North East,2023/24,Chargeable events,Academic staff time (days),Museum education,0
10007161,Teesside University,England,North East,2023/24,Chargeable events,Academic staff time (days),Other,1
10007161,Teesside University,England,North East,2023/24,Chargeable events,Attendees,Public lectures,466
10007161,Teesside University,England,North East,2023/24,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",0
10007161,Teesside University,England,North East,2023/24,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",0
10007161,Teesside University,England,North East,2023/24,Chargeable events,Attendees,Museum education,0
10007161,Teesside University,England,North East,2023/24,Chargeable events,Attendees,Other,0
10007161,Teesside University,England,North East,2023/24,Free events,Academic staff time (days),Public lectures,6
10007161,Teesside University,England,North East,2023/24,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",0
10007161,Teesside University,England,North East,2023/24,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",0
10007161,Teesside University,England,North East,2023/24,Free events,Academic staff time (days),Museum education,0
10007161,Teesside University,England,North East,2023/24,Free events,Academic staff time (days),Other,100
10007161,Teesside University,England,North East,2023/24,Free events,Attendees,Public lectures,1931
10007161,Teesside University,England,North East,2023/24,Free events,Attendees,"Performance arts (music, dance, drama etc.)",361
10007161,Teesside University,England,North East,2023/24,Free events,Attendees,"Exhibitions (galleries, museums etc.)",57589
10007161,Teesside University,England,North East,2023/24,Free events,Attendees,Museum education,9384
10007161,Teesside University,England,North East,2023/24,Free events,Attendees,Other,2316
