UKPRN,HE Provider,Country of HE provider,Region of HE provider,Academic Year,Source of public funding,Type of income,Unit,Value
10007159,The University of Sunderland,England,North East,2023/24,Other UK government departments,Collaborative contribution - Cash,£000s,26.0
10007159,The University of Sunderland,England,North East,2023/24,Other UK government departments,Collaborative contribution - In kind,£000s,0.0
10007159,The University of Sunderland,England,North East,2023/24,Other UK government departments,Total,£000s,165.0
10007159,The University of Sunderland,England,North East,2023/24,Other UK government departments,Previous year's total,£000s,0.0
10007159,The University of Sunderland,England,North East,2023/24,"UKRI (except Research England), Royal Society and British Academy",Public funding,£000s,0.0
10007159,The University of Sunderland,England,North East,2023/24,"UKRI (except Research England), Royal Society and British Academy",Collaborative contribution - Cash,£000s,0.0
10007159,The University of Sunderland,England,North East,2023/24,"UKRI (except Research England), Royal Society and British Academy",Collaborative contribution - In kind,£000s,0.0
10007159,The University of Sunderland,England,North East,2023/24,"UKRI (except Research England), Royal Society and British Academy",Total,£000s,0.0
10007159,The University of Sunderland,England,North East,2023/24,"UKRI (except Research England), Royal Society and British Academy",Previous year's total,£000s,0.0
10007161,Teesside University,England,North East,2015/16,All,Public funding,£000s,0.0
10007161,Teesside University,England,North East,2015/16,All,Collaborative contribution - Cash,£000s,1794.0
10007161,Teesside University,England,North East,2015/16,All,Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2015/16,All,Total,£000s,1794.0
10007161,Teesside University,England,North East,2015/16,All,Previous year's total,£000s,1461.0
10007161,Teesside University,England,North East,2015/16,BEIS Research Councils,Public funding,£000s,0.0
10007161,Teesside University,England,North East,2015/16,BEIS Research Councils,Collaborative contribution - Cash,£000s,26.0
10007161,Teesside University,England,North East,2015/16,BEIS Research Councils,Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2015/16,BEIS Research Councils,Total,£000s,26.0
10007161,Teesside University,England,North East,2015/16,BEIS Research Councils,Previous year's total,£000s,0.0
10007161,Teesside University,England,North East,2015/16,EU government,Public funding,£000s,0.0
10007161,Teesside University,England,North East,2015/16,EU government,Collaborative contribution - Cash,£000s,586.0
10007161,Teesside University,England,North East,2015/16,EU government,Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2015/16,EU government,Total,£000s,586.0
10007161,Teesside University,England,North East,2015/16,EU government,Previous year's total,£000s,611.0
10007161,Teesside University,England,North East,2015/16,Other,Public funding,£000s,0.0
10007161,Teesside University,England,North East,2015/16,Other,Collaborative contribution - Cash,£000s,293.0
10007161,Teesside University,England,North East,2015/16,Other,Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2015/16,Other,Total,£000s,293.0
10007161,Teesside University,England,North East,2015/16,Other,Previous year's total,£000s,165.0
10007161,Teesside University,England,North East,2015/16,Other UK government departments,Public funding,£000s,0.0
10007161,Teesside University,England,North East,2015/16,Other UK government departments,Collaborative contribution - Cash,£000s,889.0
10007161,Teesside University,England,North East,2015/16,Other UK government departments,Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2015/16,Other UK government departments,Total,£000s,889.0
10007161,Teesside University,England,North East,2015/16,Other UK government departments,Previous year's total,£000s,685.0
10007161,Teesside University,England,North East,2016/17,All,Public funding,£000s,0.0
10007161,Teesside University,England,North East,2016/17,All,Collaborative contribution - Cash,£000s,1607.0
10007161,Teesside University,England,North East,2016/17,All,Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2016/17,All,Total,£000s,1607.0
10007161,Teesside University,England,North East,2016/17,All,Previous year's total,£000s,1794.0
10007161,Teesside University,England,North East,2016/17,BEIS Research Councils,Public funding,£000s,0.0
10007161,Teesside University,England,North East,2016/17,BEIS Research Councils,Collaborative contribution - Cash,£000s,224.0
10007161,Teesside University,England,North East,2016/17,BEIS Research Councils,Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2016/17,BEIS Research Councils,Total,£000s,224.0
10007161,Teesside University,England,North East,2016/17,BEIS Research Councils,Previous year's total,£000s,26.0
10007161,Teesside University,England,North East,2016/17,EU government,Public funding,£000s,0.0
10007161,Teesside University,England,North East,2016/17,EU government,Collaborative contribution - Cash,£000s,461.0
10007161,Teesside University,England,North East,2016/17,EU government,Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2016/17,EU government,Total,£000s,461.0
10007161,Teesside University,England,North East,2016/17,EU government,Previous year's total,£000s,586.0
10007161,Teesside University,England,North East,2016/17,Other,Public funding,£000s,0.0
10007161,Teesside University,England,North East,2016/17,Other,Collaborative contribution - Cash,£000s,392.0
10007161,Teesside University,England,North East,2016/17,Other,Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2016/17,Other,Total,£000s,392.0
10007161,Teesside University,England,North East,2016/17,Other,Previous year's total,£000s,293.0
10007161,Teesside University,England,North East,2016/17,Other UK government departments,Public funding,£000s,0.0
10007161,Teesside University,England,North East,2016/17,Other UK government departments,Collaborative contribution - Cash,£000s,530.0
10007161,Teesside University,England,North East,2016/17,Other UK government departments,Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2016/17,Other UK government departments,Total,£000s,530.0
10007161,Teesside University,England,North East,2016/17,Other UK government departments,Previous year's total,£000s,889.0
10007161,Teesside University,England,North East,2017/18,All,Public funding,£000s,0.0
10007161,Teesside University,England,North East,2017/18,All,Collaborative contribution - Cash,£000s,1735.0
10007161,Teesside University,England,North East,2017/18,All,Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2017/18,All,Total,£000s,1735.0
10007161,Teesside University,England,North East,2017/18,All,Previous year's total,£000s,1607.0
10007161,Teesside University,England,North East,2017/18,BEIS Research Councils,Public funding,£000s,0.0
10007161,Teesside University,England,North East,2017/18,BEIS Research Councils,Collaborative contribution - Cash,£000s,326.0
10007161,Teesside University,England,North East,2017/18,BEIS Research Councils,Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2017/18,BEIS Research Councils,Total,£000s,326.0
10007161,Teesside University,England,North East,2017/18,BEIS Research Councils,Previous year's total,£000s,224.0
10007161,Teesside University,England,North East,2017/18,EU government,Public funding,£000s,0.0
10007161,Teesside University,England,North East,2017/18,EU government,Collaborative contribution - Cash,£000s,600.0
10007161,Teesside University,England,North East,2017/18,EU government,Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2017/18,EU government,Total,£000s,600.0
10007161,Teesside University,England,North East,2017/18,EU government,Previous year's total,£000s,461.0
10007161,Teesside University,England,North East,2017/18,Other,Public funding,£000s,0.0
10007161,Teesside University,England,North East,2017/18,Other,Collaborative contribution - Cash,£000s,446.0
10007161,Teesside University,England,North East,2017/18,Other,Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2017/18,Other,Total,£000s,446.0
10007161,Teesside University,England,North East,2017/18,Other,Previous year's total,£000s,392.0
10007161,Teesside University,England,North East,2017/18,Other UK government departments,Public funding,£000s,0.0
10007161,Teesside University,England,North East,2017/18,Other UK government departments,Collaborative contribution - Cash,£000s,363.0
10007161,Teesside University,England,North East,2017/18,Other UK government departments,Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2017/18,Other UK government departments,Total,£000s,363.0
10007161,Teesside University,England,North East,2017/18,Other UK government departments,Previous year's total,£000s,530.0
10007161,Teesside University,England,North East,2018/19,All,Public funding,£000s,0.0
10007161,Teesside University,England,North East,2018/19,All,Collaborative contribution - Cash,£000s,2201.0
10007161,Teesside University,England,North East,2018/19,All,Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2018/19,All,Total,£000s,2201.0
10007161,Teesside University,England,North East,2018/19,All,Previous year's total,£000s,1735.0
10007161,Teesside University,England,North East,2018/19,EU government,Public funding,£000s,0.0
10007161,Teesside University,England,North East,2018/19,EU government,Collaborative contribution - Cash,£000s,681.0
10007161,Teesside University,England,North East,2018/19,EU government,Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2018/19,EU government,Total,£000s,681.0
10007161,Teesside University,England,North East,2018/19,EU government,Previous year's total,£000s,600.0
10007161,Teesside University,England,North East,2018/19,Other,Public funding,£000s,0.0
10007161,Teesside University,England,North East,2018/19,Other,Collaborative contribution - Cash,£000s,603.0
10007161,Teesside University,England,North East,2018/19,Other,Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2018/19,Other,Total,£000s,603.0
10007161,Teesside University,England,North East,2018/19,Other,Previous year's total,£000s,446.0
10007161,Teesside University,England,North East,2018/19,Other UK government departments,Public funding,£000s,0.0
10007161,Teesside University,England,North East,2018/19,Other UK government departments,Collaborative contribution - Cash,£000s,696.0
10007161,Teesside University,England,North East,2018/19,Other UK government departments,Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2018/19,Other UK government departments,Total,£000s,696.0
10007161,Teesside University,England,North East,2018/19,Other UK government departments,Previous year's total,£000s,363.0
10007161,Teesside University,England,North East,2018/19,"UKRI (except Research England), Royal Society and British Academy",Public funding,£000s,0.0
10007161,Teesside University,England,North East,2018/19,"UKRI (except Research England), Royal Society and British Academy",Collaborative contribution - Cash,£000s,221.0
10007161,Teesside University,England,North East,2018/19,"UKRI (except Research England), Royal Society and British Academy",Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2018/19,"UKRI (except Research England), Royal Society and British Academy",Total,£000s,221.0
10007161,Teesside University,England,North East,2018/19,"UKRI (except Research England), Royal Society and British Academy",Previous year's total,£000s,326.0
10007161,Teesside University,England,North East,2019/20,All,Public funding,£000s,0.0
10007161,Teesside University,England,North East,2019/20,All,Collaborative contribution - Cash,£000s,1990.0
10007161,Teesside University,England,North East,2019/20,All,Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2019/20,All,Total,£000s,1990.0
10007161,Teesside University,England,North East,2019/20,All,Previous year's total,£000s,2201.0
10007161,Teesside University,England,North East,2019/20,EU government,Public funding,£000s,0.0
10007161,Teesside University,England,North East,2019/20,EU government,Collaborative contribution - Cash,£000s,737.0
10007161,Teesside University,England,North East,2019/20,EU government,Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2019/20,EU government,Total,£000s,737.0
10007161,Teesside University,England,North East,2019/20,EU government,Previous year's total,£000s,681.0
10007161,Teesside University,England,North East,2019/20,Other,Public funding,£000s,0.0
10007161,Teesside University,England,North East,2019/20,Other,Collaborative contribution - Cash,£000s,298.0
10007161,Teesside University,England,North East,2019/20,Other,Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2019/20,Other,Total,£000s,298.0
10007161,Teesside University,England,North East,2019/20,Other,Previous year's total,£000s,603.0
10007161,Teesside University,England,North East,2019/20,Other UK government departments,Public funding,£000s,0.0
10007161,Teesside University,England,North East,2019/20,Other UK government departments,Collaborative contribution - Cash,£000s,782.0
10007161,Teesside University,England,North East,2019/20,Other UK government departments,Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2019/20,Other UK government departments,Total,£000s,782.0
10007161,Teesside University,England,North East,2019/20,Other UK government departments,Previous year's total,£000s,696.0
10007161,Teesside University,England,North East,2019/20,"UKRI (except Research England), Royal Society and British Academy",Public funding,£000s,0.0
10007161,Teesside University,England,North East,2019/20,"UKRI (except Research England), Royal Society and British Academy",Collaborative contribution - Cash,£000s,173.0
10007161,Teesside University,England,North East,2019/20,"UKRI (except Research England), Royal Society and British Academy",Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2019/20,"UKRI (except Research England), Royal Society and British Academy",Total,£000s,173.0
10007161,Teesside University,England,North East,2019/20,"UKRI (except Research England), Royal Society and British Academy",Previous year's total,£000s,221.0
10007161,Teesside University,England,North East,2020/21,All,Public funding,£000s,0.0
10007161,Teesside University,England,North East,2020/21,All,Collaborative contribution - Cash,£000s,2196.0
10007161,Teesside University,England,North East,2020/21,All,Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2020/21,All,Total,£000s,2196.0
10007161,Teesside University,England,North East,2020/21,All,Previous year's total,£000s,1990.0
10007161,Teesside University,England,North East,2020/21,EU government,Public funding,£000s,0.0
10007161,Teesside University,England,North East,2020/21,EU government,Collaborative contribution - Cash,£000s,701.0
10007161,Teesside University,England,North East,2020/21,EU government,Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2020/21,EU government,Total,£000s,701.0
10007161,Teesside University,England,North East,2020/21,EU government,Previous year's total,£000s,737.0
10007161,Teesside University,England,North East,2020/21,Other,Public funding,£000s,0.0
10007161,Teesside University,England,North East,2020/21,Other,Collaborative contribution - Cash,£000s,677.0
10007161,Teesside University,England,North East,2020/21,Other,Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2020/21,Other,Total,£000s,677.0
10007161,Teesside University,England,North East,2020/21,Other,Previous year's total,£000s,298.0
10007161,Teesside University,England,North East,2020/21,Other UK government departments,Public funding,£000s,0.0
10007161,Teesside University,England,North East,2020/21,Other UK government departments,Collaborative contribution - Cash,£000s,629.0
10007161,Teesside University,England,North East,2020/21,Other UK government departments,Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2020/21,Other UK government departments,Total,£000s,629.0
10007161,Teesside University,England,North East,2020/21,Other UK government departments,Previous year's total,£000s,782.0
10007161,Teesside University,England,North East,2020/21,"UKRI (except Research England), Royal Society and British Academy",Public funding,£000s,0.0
10007161,Teesside University,England,North East,2020/21,"UKRI (except Research England), Royal Society and British Academy",Collaborative contribution - Cash,£000s,189.0
10007161,Teesside University,England,North East,2020/21,"UKRI (except Research England), Royal Society and British Academy",Collaborative contribution - In kind,£000s,0.0
10007161,Teesside University,England,North East,2020/21,"UKRI (except Research England), Royal Society and British Academy",Total,£000s,189.0
10007161,Teesside University,England,North East,2020/21,"UKRI (except Research England), Royal Society and British Academy",Previous year's total,£000s,173.0
10007161,Teesside University,England,North East,2021/22,All,Public funding,£000s,2526.0
10007161,Teesside University,England,North East,2021/22,All,Collaborative contribution - Cash,£000s,1.0
10007161,Teesside University,England,North East,2021/22,All,Collaborative contribution - In kind,£000s,1333.0
10007161,Teesside University,England,North East,2021/22,All,Total,£000s,3860.0
10007161,Teesside University,England,North East,2021/22,All,Previous year's total,£000s,2196.0
10007161,Teesside University,England,North East,2021/22,EU government,Public funding,£000s,509.0
10007161,Teesside University,England,North East,2021/22,EU government,Collaborative contribution - Cash,£000s,0.0
10007161,Teesside University,England,North East,2021/22,EU government,Collaborative contribution - In kind,£000s,550.0
10007161,Teesside University,England,North East,2021/22,EU government,Total,£000s,1059.0
10007161,Teesside University,England,North East,2021/22,EU government,Previous year's total,£000s,701.0
10007161,Teesside University,England,North East,2021/22,Other,Public funding,£000s,1253.0
10007161,Teesside University,England,North East,2021/22,Other,Collaborative contribution - Cash,£000s,1.0
10007161,Teesside University,England,North East,2021/22,Other,Collaborative contribution - In kind,£000s,381.0
10007161,Teesside University,England,North East,2021/22,Other,Total,£000s,1635.0
10007161,Teesside University,England,North East,2021/22,Other,Previous year's total,£000s,677.0
10007161,Teesside University,England,North East,2021/22,Other UK government departments,Public funding,£000s,602.0
10007161,Teesside University,England,North East,2021/22,Other UK government departments,Collaborative contribution - Cash,£000s,0.0
10007161,Teesside University,England,North East,2021/22,Other UK government departments,Collaborative contribution - In kind,£000s,400.0
10007161,Teesside University,England,North East,2021/22,Other UK government departments,Total,£000s,1002.0
10007161,Teesside University,England,North East,2021/22,Other UK government departments,Previous year's total,£000s,629.0
10007161,Teesside University,England,North East,2021/22,"UKRI (except Research England), Royal Society and British Academy",Public funding,£000s,162.0
10007161,Teesside University,England,North East,2021/22,"UKRI (except Research England), Royal Society and British Academy",Collaborative contribution - Cash,£000s,0.0
10007161,Teesside University,England,North East,2021/22,"UKRI (except Research England), Royal Society and British Academy",Collaborative contribution - In kind,£000s,2.0
10007161,Teesside University,England,North East,2021/22,"UKRI (except Research England), Royal Society and British Academy",Total,£000s,164.0
10007161,Teesside University,England,North East,2021/22,"UKRI (except Research England), Royal Society and British Academy",Previous year's total,£000s,189.0
10007161,Teesside University,England,North East,2022/23,All,Public funding,£000s,2670.0
10007161,Teesside University,England,North East,2022/23,All,Collaborative contribution - Cash,£000s,0.0
10007161,Teesside University,England,North East,2022/23,All,Collaborative contribution - In kind,£000s,4038.0
10007161,Teesside University,England,North East,2022/23,All,Total,£000s,6708.0
10007161,Teesside University,England,North East,2022/23,All,Previous year's total,£000s,3860.0
10007161,Teesside University,England,North East,2022/23,EU government,Public funding,£000s,296.0
10007161,Teesside University,England,North East,2022/23,EU government,Collaborative contribution - Cash,£000s,0.0
10007161,Teesside University,England,North East,2022/23,EU government,Collaborative contribution - In kind,£000s,480.0
10007161,Teesside University,England,North East,2022/23,EU government,Total,£000s,776.0
10007161,Teesside University,England,North East,2022/23,EU government,Previous year's total,£000s,1059.0
10007161,Teesside University,England,North East,2022/23,Other,Public funding,£000s,1084.0
10007161,Teesside University,England,North East,2022/23,Other,Collaborative contribution - Cash,£000s,0.0
10007161,Teesside University,England,North East,2022/23,Other,Collaborative contribution - In kind,£000s,29.0
10007161,Teesside University,England,North East,2022/23,Other,Total,£000s,1113.0
10007161,Teesside University,England,North East,2022/23,Other,Previous year's total,£000s,1635.0
10007161,Teesside University,England,North East,2022/23,Other UK government departments,Public funding,£000s,1067.0
10007161,Teesside University,England,North East,2022/23,Other UK government departments,Collaborative contribution - Cash,£000s,0.0
10007161,Teesside University,England,North East,2022/23,Other UK government departments,Collaborative contribution - In kind,£000s,3517.0
10007161,Teesside University,England,North East,2022/23,Other UK government departments,Total,£000s,4584.0
10007161,Teesside University,England,North East,2022/23,Other UK government departments,Previous year's total,£000s,1002.0
10007161,Teesside University,England,North East,2022/23,"UKRI (except Research England), Royal Society and British Academy",Public funding,£000s,223.0
10007161,Teesside University,England,North East,2022/23,"UKRI (except Research England), Royal Society and British Academy",Collaborative contribution - Cash,£000s,0.0
10007161,Teesside University,England,North East,2022/23,"UKRI (except Research England), Royal Society and British Academy",Collaborative contribution - In kind,£000s,12.0
10007161,Teesside University,England,North East,2022/23,"UKRI (except Research England), Royal Society and British Academy",Total,£000s,235.0
10007161,Teesside University,England,North East,2022/23,"UKRI (except Research England), Royal Society and British Academy",Previous year's total,£000s,164.0
10007161,Teesside University,England,North East,2023/24,All,Public funding,£000s,5151.0
10007161,Teesside University,England,North East,2023/24,All,Collaborative contribution - Cash,£000s,291.0
10007161,Teesside University,England,North East,2023/24,All,Collaborative contribution - In kind,£000s,6889.0
10007161,Teesside University,England,North East,2023/24,All,Total,£000s,12331.0
10007161,Teesside University,England,North East,2023/24,All,Previous year's total,£000s,6708.0
10007161,Teesside University,England,North East,2023/24,EU government,Public funding,£000s,145.0
10007161,Teesside University,England,North East,2023/24,EU government,Collaborative contribution - Cash,£000s,0.0
10007161,Teesside University,England,North East,2023/24,EU government,Collaborative contribution - In kind,£000s,263.0
10007161,Teesside University,England,North East,2023/24,EU government,Total,£000s,408.0
10007161,Teesside University,England,North East,2023/24,EU government,Previous year's total,£000s,776.0
10007161,Teesside University,England,North East,2023/24,Other,Public funding,£000s,1180.0
10007161,Teesside University,England,North East,2023/24,Other,Collaborative contribution - Cash,£000s,0.0
10007161,Teesside University,England,North East,2023/24,Other,Collaborative contribution - In kind,£000s,77.0
10007161,Teesside University,England,North East,2023/24,Other,Total,£000s,1257.0
10007161,Teesside University,England,North East,2023/24,Other,Previous year's total,£000s,1113.0
10007161,Teesside University,England,North East,2023/24,Other UK government departments,Public funding,£000s,2403.0
10007161,Teesside University,England,North East,2023/24,Other UK government departments,Collaborative contribution - Cash,£000s,291.0
10007161,Teesside University,England,North East,2023/24,Other UK government departments,Collaborative contribution - In kind,£000s,6541.0
10007161,Teesside University,England,North East,2023/24,Other UK government departments,Total,£000s,9235.0
10007161,Teesside University,England,North East,2023/24,Other UK government departments,Previous year's total,£000s,4584.0
10007161,Teesside University,England,North East,2023/24,"UKRI (except Research England), Royal Society and British Academy",Public funding,£000s,1423.0
10007161,Teesside University,England,North East,2023/24,"UKRI (except Research England), Royal Society and British Academy",Collaborative contribution - Cash,£000s,0.0
10007161,Teesside University,England,North East,2023/24,"UKRI (except Research England), Royal Society and British Academy",Collaborative contribution - In kind,£000s,8.0
10007161,Teesside University,England,North East,2023/24,"UKRI (except Research England), Royal Society and British Academy",Total,£000s,1431.0
10007161,Teesside University,England,North East,2023/24,"UKRI (except Research England), Royal Society and British Academy",Previous year's total,£000s,235.0
